param n := 75;
param Q := 140;
param c:
	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75 :=
10	26.0	47.53945729601885	40.19950248448356	28.319604517012593	31.400636936215164	48.38388161361178	32.7566787083184	18.867962264113206	25.80697580112788	15.652475842498529	0.0	15.033296378372908	15.811388300841896	38.01315561749642	23.769728648009426	47.41307836451879	35.510561809129406	23.08679276123039	32.57299494980466	28.42534080710379	58.137767414994535	53.150729063673246	54.817880294662984	47.80167361086848	40.22437072223753	23.08679276123039	20.024984394500787	35.34119409414458	50.24937810560445	41.7612260356422	40.11234224026316	13.45362404707371	22.20360331117452	39.56008088970496	27.85677655436824	21.93171219946131	57.723478758647246	54.78138369920935	7.0	11.661903789690601	18.867962264113206	56.43580423808985	57.697486947006624	52.773099207835045	26.1725046566048	37.36308338453881	26.40075756488817	51.97114584074513	45.70557952810576	39.59797974644666	26.92582403567252	29.154759474226502	31.304951684997057	17.4928556845359	36.796738985948195	30.265491900843113	53.2634959423431	46.32493928760188	6.0	30.066592756745816	66.48308055437865	60.13318551349163	47.07440918375928	41.182520563948	65.92419889539804	10.770329614269007	18.027756377319946	24.515301344262525	33.06055050963308	62.80127387243033	63.56099432828282	63.89053137985315	7.810249675906654	43.965895873961216	46.0	29.0	
11	29.154759474226502	54.20332093147061	43.382023926967726	39.44616584663204	31.622776601683793	45.0	38.01315561749642	15.811388300841896	20.0	29.614185789921695	15.033296378372908	0.0	24.413111231467404	30.805843601498726	10.63014581273465	41.593268686170845	44.68780594300866	30.4138126514911	46.87216658103186	18.384776310850235	52.172789842982326	53.150729063673246	59.53990258641679	57.48912940721924	52.80151512977634	38.01315561749642	23.600847442411894	31.0	52.92447448959697	39.11521443121589	40.80441152620633	26.40075756488817	35.11409973215888	46.22769732530488	25.495097567963924	15.0	55.00909015790027	50.24937810560445	8.06225774829855	25.495097567963924	29.154759474226502	64.4437739428721	64.81512169239521	60.30754513325841	38.01315561749642	35.35533905932738	23.345235059857504	50.24937810560445	44.553338819890925	50.774009099144415	41.0	36.76955262170047	27.018512172212592	8.0	26.832815729997478	45.27692569068709	63.25345840347388	39.293765408777	15.811388300841896	15.033296378372908	61.66036003787198	61.98386886924694	51.478150704935004	49.49747468305833	72.11102550927978	7.0710678118654755	7.280109889280518	25.079872407968907	36.235341863986875	61.204574992397426	58.05170109479997	60.13318551349163	20.615528128088304	49.64876634922564	47.43416490252569	31.76476034853718	
12	12.083045973594572	31.78049716414141	25.019992006393608	15.231546211727817	18.867962264113206	36.89173349139343	17.11724276862369	15.033296378372908	20.8806130178211	12.041594578792296	15.811388300841896	24.413111231467404	0.0	31.38470965295043	27.65863337187866	38.18376618407357	20.518284528683193	7.280109889280518	26.476404589747453	27.16615541441225	48.27007354458868	39.05124837953327	39.05124837953327	33.24154027718932	29.120439557122072	22.20360331117452	7.810249675906654	26.248809496813376	35.0	30.23243291566195	26.248809496813376	25.317977802344327	13.152946437965905	23.769728648009426	18.601075237738275	20.024984394500787	45.18849411078001	43.829214001622255	19.209372712298546	10.295630140987	5.0990195135927845	41.048751503547585	42.05948168962618	37.21558813185679	14.317821063276353	25.80697580112788	18.35755975068582	39.0	32.69556544854363	26.419689627245813	20.615528128088304	13.416407864998739	23.021728866442675	20.8806130178211	33.52610922848042	31.400636936215164	38.948684188300895	38.41874542459709	10.295630140987	37.33630940518894	55.226805085936306	45.0111097397076	31.400636936215164	25.80697580112788	50.15974481593781	24.20743687382041	30.4138126514911	13.45362404707371	18.24828759089466	49.33558553417604	53.009433122794285	51.884487084291386	9.0	28.160255680657446	31.400636936215164	14.866068747318506	
13	22.561028345356956	42.05948168962618	27.51363298439521	42.20189569201838	17.0	16.55294535724685	29.017236257093817	19.209372712298546	12.206555615733702	43.266615305567875	38.01315561749642	30.805843601498726	31.38470965295043	0.0	22.0	11.0	41.012193308819754	30.364452901377952	57.0087712549569	13.0	21.37755832643195	28.42534080710379	42.190046219457976	51.478150704935004	55.57877292636101	53.53503525729669	23.706539182259394	7.0710678118654755	33.015148038438355	13.45362404707371	21.02379604162864	51.40038910358559	43.86342439892262	36.49657518178932	13.0	16.55294535724685	26.248809496813376	20.09975124224178	34.438350715445125	40.607881008493905	35.34119409414458	53.14132102234569	51.478150704935004	48.703182647543684	43.01162633521314	13.0	13.038404810405298	23.323807579381203	19.79898987322333	50.08991914547278	51.478150704935004	33.24154027718932	8.54400374531753	23.08679276123039	7.810249675906654	62.68173577685928	56.88585061331157	8.54400374531753	33.301651610693426	30.083217912982647	31.064449134018133	38.948684188300895	35.34119409414458	42.2965719651132	55.758407437802596	37.0	37.33630940518894	18.384776310850235	24.08318915758459	33.24154027718932	27.294688127912362	30.14962686336267	36.796738985948195	36.68787265568828	26.627053911388696	22.090722034374522	
14	27.80287754891569	53.150729063673246	40.45985664828782	42.720018726587654	27.80287754891569	37.656340767525464	37.013511046643494	13.892443989449804	13.892443989449804	36.05551275463989	23.769728648009426	10.63014581273465	27.65863337187866	22.0	0.0	33.0	46.06517122512408	31.78049716414141	53.009433122794285	9.0	43.18564576337837	47.53945729601885	56.85068161420758	58.66856057549052	56.753854494650845	45.5411901469428	23.706539182259394	24.041630560342615	49.09175083453431	32.57299494980466	36.359317925395686	36.359317925395686	40.19950248448356	45.60701700396552	20.808652046684813	9.899494936611665	47.67598976424087	42.04759208325728	17.4928556845359	32.14031735997639	32.7566787083184	64.03124237432849	63.702433234531945	59.665735560705194	41.97618372363071	29.546573405388315	18.601075237738275	43.68065933568311	38.62641583165593	53.48831648126533	47.01063709417264	37.589892258425	20.615528128088304	7.0	16.76305461424021	53.600373133029585	64.4980619863884	30.14962686336267	22.20360331117452	10.63014581273465	53.03772242470448	57.245087125446844	48.91829923454004	49.92995093127971	70.09279563550022	17.69180601295413	15.811388300841896	22.67156809750927	33.94112549695428	54.3415126767741	49.16299421312742	52.08646657242167	27.16615541441225	48.104053883222775	43.04648650006177	29.732137494637012	
15	27.202941017470888	40.049968789001575	26.076809620810597	46.06517122512408	20.248456731316587	8.06225774829855	30.675723300355934	28.635642126552707	22.135943621178654	50.20956084253277	47.41307836451879	41.593268686170845	38.18376618407357	11.0	33.0	0.0	42.720018726587654	35.22782990761707	61.91122676865643	24.0	10.770329614269007	21.095023109728988	37.64306044943742	51.15662224971465	58.18934610390462	60.207972893961475	30.4138126514911	12.206555615733702	28.160255680657446	10.198039027185569	19.1049731745428	60.53924347066124	49.4064773081425	36.345563690772494	20.0	26.92582403567252	16.1245154965971	9.219544457292887	44.598206241955516	48.16637831516918	41.23105625617661	50.48762224545735	48.05205510693585	46.2709412050371	47.50789408087881	13.416407864998739	21.095023109728988	15.0	14.317821063276353	51.92301994298868	56.859475903318	36.24913792078372	16.1245154965971	33.734255586866	17.72004514666935	69.42621983083913	56.00892785976178	4.242640687119285	42.190046219457976	40.792156108742276	20.09975124224178	31.622776601683793	32.2490309931942	42.42640687119285	50.695167422546305	47.53945729601885	48.25971404805462	24.758836806279895	25.632011235952593	23.323807579381203	16.492422502470642	19.235384061671343	45.0	35.0	22.360679774997898	25.553864678361276	
16	19.4164878389476	14.035668847618199	18.027756377319946	9.0	24.020824298928627	37.57658845611187	12.165525060596439	32.202484376209235	35.17101079013795	23.53720459187964	35.510561809129406	44.68780594300866	20.518284528683193	41.012193308819754	46.06517122512408	42.720018726587654	0.0	14.422205101855956	23.323807579381203	42.720018726587654	50.08991914547278	32.526911934581186	23.53720459187964	12.806248474865697	15.652475842498529	28.284271247461902	22.360679774997898	34.058772731852805	24.413111231467404	32.57299494980466	24.166091947189145	41.23105625617661	17.029386365926403	8.602325267042627	29.274562336608895	36.76955262170047	42.01190307520001	44.294469180700204	39.698866482558415	25.632011235952593	16.64331697709324	21.02379604162864	22.80350850198276	17.72004514666935	12.0	29.614185789921695	30.59411708155671	35.805027579936315	30.886890422961002	9.219544457292887	20.8806130178211	8.54400374531753	33.06055050963308	39.96248240537617	46.2709412050371	35.73513677041127	18.601075237738275	44.91102314577124	30.610455730027933	56.43580423808985	53.600373133029585	33.54101966249684	18.35755975068582	6.082762530298219	31.575306807693888	44.68780594300866	50.91168824543142	24.73863375370596	17.26267650163207	43.18564576337837	53.0	49.040799340956916	27.784887978899608	13.416407864998739	24.839484696748443	19.026297590440446	
17	8.06225774829855	24.596747752497688	18.24828759089466	12.041594578792296	15.0	32.55764119219941	10.0	18.027756377319946	22.02271554554524	16.55294535724685	23.08679276123039	30.4138126514911	7.280109889280518	30.364452901377952	31.78049716414141	35.22782990761707	14.422205101855956	0.0	26.832815729997478	29.274562336608895	44.598206241955516	32.89376840679705	31.78049716414141	27.202941017470888	26.019223662515376	25.612496949731394	8.246211251235321	24.166091947189145	28.071337695236398	26.1725046566048	20.591260281974	32.0624390837628	14.212670403551895	16.55294535724685	17.46424919657298	22.80350850198276	39.96248240537617	39.6232255123179	26.076809620810597	16.278820596099706	6.708203932499369	34.20526275297414	34.9857113690718	30.23243291566195	12.649110640673518	22.02271554554524	18.110770276274835	33.61547262794322	27.459060435491963	21.840329667841555	21.633307652783937	6.4031242374328485	21.840329667841555	25.553864678361276	34.132096331752024	34.713109915419565	33.015148038438355	36.235341863986875	17.46424919657298	42.05948168962618	50.60632371551998	38.118237105091836	24.186773244895647	19.1049731745428	42.95346318982906	31.064449134018133	36.87817782917155	12.165525060596439	12.083045973594572	43.46262762420146	48.83646178829912	46.87216658103186	16.1245154965971	20.8806130178211	25.0	9.899494936611665	
18	34.88552708502482	36.40054944640259	40.36087214122113	16.278820596099706	41.677331968349414	58.412327466040935	32.55764119219941	41.43669871020132	47.29693436154187	17.26267650163207	32.57299494980466	46.87216658103186	26.476404589747453	57.0087712549569	53.009433122794285	61.91122676865643	23.323807579381203	26.832815729997478	0.0	53.600373133029585	70.80254232723568	55.44366510251645	46.238512086787566	28.071337695236398	13.152946437965905	11.313708498984761	33.52610922848042	50.99019513592785	47.70744176750625	52.43090691567332	45.34313619501854	29.732137494637012	13.341664064126334	31.906112267087632	44.01136216933077	46.389654018972806	64.35060217278468	65.43699259593154	39.293765408777	21.37755832643195	21.840329667841555	39.11521443121589	42.42640687119285	37.656340767525464	14.422205101855956	48.54894437575342	44.27188724235731	57.982756057296896	52.40229002629561	18.24828759089466	6.0	26.248809496813376	48.46648326421054	46.010868281309364	59.90826320300064	14.035668847618199	31.144823004794873	63.06346010171025	31.25699921617557	61.5223536610881	75.69015788066504	56.824290580701486	41.677331968349414	28.231188426986208	51.35172830587107	43.32435804486894	50.59644256269407	38.62641583165593	37.013511046643494	66.21933252457322	74.51845409024533	71.42128534267638	26.30589287593181	36.71511950137164	47.50789408087881	36.359317925395686	
19	23.40939982143925	47.70744176750625	34.058772731852805	41.10960958218893	21.400934559032695	28.861739379323623	32.202484376209235	12.165525060596439	7.615773105863909	37.64306044943742	28.42534080710379	18.384776310850235	27.16615541441225	13.0	9.0	24.0	42.720018726587654	29.274562336608895	53.600373133029585	0.0	34.23448553724738	39.35733730830886	50.20956084253277	54.78138369920935	55.226805085936306	47.75981574503821	21.095023109728988	15.652475842498529	41.86884283091664	24.166091947189145	29.068883707497267	41.773197148410844	40.311288741492746	40.70626487409524	14.422205101855956	7.280109889280518	38.8329756778952	33.06055050963308	23.430749027719962	34.17601498127012	32.0624390837628	58.83026432033091	58.008620049092706	54.378304497290095	41.0	21.633307652783937	12.529964086141668	35.11409973215888	30.4138126514911	50.99019513592785	47.67598976424087	34.20526275297414	12.806248474865697	11.40175425099138	8.602325267042627	56.462376853972415	60.53924347066124	21.213203435596427	25.059928172283335	17.88854381999832	44.04543109109048	49.39635614091387	42.5205832509386	45.69463863518345	63.702433234531945	25.059928172283335	24.515301344262525	18.027756377319946	28.30194339616981	45.60701700396552	40.19950248448356	43.104524124504614	29.546573405388315	42.43819034784589	35.608987629529715	24.596747752497688	
20	36.76955262170047	44.721359549995796	32.31098884280702	54.644304369257	29.698484809834994	12.529964086141668	38.58756276314948	39.395431207184416	32.89376840679705	60.207972893961475	58.137767414994535	52.172789842982326	48.27007354458868	21.37755832643195	43.18564576337837	10.770329614269007	50.08991914547278	44.598206241955516	70.80254232723568	34.23448553724738	0.0	22.02271554554524	40.01249804748511	56.753854494650845	65.7419196555744	70.00714249274856	40.607881008493905	22.825424421026653	31.064449134018133	18.439088914585774	25.942243542145693	71.19691004531025	58.7962583843564	42.720018726587654	30.528675044947494	37.64306044943742	12.649110640673518	6.082762530298219	55.362442142665635	58.412327466040935	50.91168824543142	54.08326913195984	51.0	50.24937810560445	56.4003546088143	22.627416997969522	31.76476034853718	16.0312195418814	19.313207915827967	59.09314681077663	66.06814663663572	44.654227123532216	26.832815729997478	44.384682042344295	27.018512172212592	79.19595949289332	61.0	13.038404810405298	52.839379254491625	50.15974481593781	10.198039027185569	31.04834939252005	36.49657518178932	48.703182647543684	51.78802950489621	58.240879114244144	58.69412236331676	35.0	33.83784863137726	18.867962264113206	6.0	11.40175425099138	55.47071299343465	40.26164427839479	26.68332812825267	34.713109915419565	
21	27.294688127912362	23.769728648009426	15.264337522473747	39.408120990476064	22.02271554554524	13.038404810405298	23.706539182259394	37.48332962798263	33.83784863137726	49.39635614091387	53.150729063673246	53.150729063673246	39.05124837953327	28.42534080710379	47.53945729601885	21.095023109728988	32.526911934581186	32.89376840679705	55.44366510251645	39.35733730830886	22.02271554554524	0.0	18.0	36.24913792078372	47.634021455258214	57.706152185014034	33.13608305156178	23.706539182259394	9.486832980505138	15.264337522473747	13.038404810405298	64.32728814430156	45.65084884205331	24.08318915758459	27.65863337187866	38.600518131237564	10.44030650891055	16.1245154965971	53.08483775994799	49.040799340956916	39.56008088970496	32.2490309931942	29.017236257093817	28.635642126552707	41.88078318274385	18.027756377319946	29.832867780352597	6.324555320336759	8.94427190999916	40.607881008493905	51.86520991955976	30.01666203960727	26.92582403567252	45.35416188179427	36.235341863986875	66.37017402418047	39.84971769034255	25.238858928247925	47.16990566028302	57.245087125446844	21.93171219946131	10.63014581273465	15.652475842498529	29.410882339705484	30.083217912982647	57.3149195236284	60.41522986797286	29.017236257093817	20.8806130178211	10.816653826391969	22.561028345356956	17.0	47.853944456021594	20.248456731316587	8.06225774829855	24.331050121192877	
22	30.4138126514911	9.848857801796104	16.401219466856727	32.38826948140329	29.068883707497267	29.832867780352597	22.135943621178654	44.10215414239989	43.18564576337837	46.0	54.817880294662984	59.53990258641679	39.05124837953327	42.190046219457976	56.85068161420758	37.64306044943742	23.53720459187964	31.78049716414141	46.238512086787566	50.20956084253277	40.01249804748511	18.0	0.0	21.213203435596427	35.510561809129406	51.78802950489621	36.24913792078372	35.805027579936315	9.486832980505138	29.068883707497267	21.400934559032695	63.198101237299845	40.19950248448356	16.0	36.124783736376884	47.01063709417264	28.160255680657446	34.058772731852805	57.0087712549569	47.16990566028302	37.21558813185679	14.560219778561036	11.045361017187261	11.661903789690601	35.35533905932738	29.410882339705484	38.28837943815329	24.08318915758459	23.40939982143925	28.653097563788805	44.384682042344295	26.1725046566048	37.53664875824692	52.69724850502159	49.64876634922564	59.20304046246274	23.323807579381203	41.43669871020132	49.040799340956916	67.35725647619564	39.05124837953327	12.206555615733702	8.06225774829855	18.027756377319946	13.601470508735444	61.84658438426491	66.64833081180653	34.66987164671943	23.323807579381203	25.632011235952593	40.311288741492746	33.95585369269929	47.853944456021594	11.045361017187261	15.652475842498529	27.784887978899608	
